City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
464,Whitley Bay,GB,55.0397,-1.4471,39.0,95,90,12.66,overcast clouds
465,San Juan,AR,-31.5375,-68.5364,68.2,59,100,13.42,overcast clouds
466,Mitsamiouli,KM,-11.3847,43.2844,81.23,75,81,10.92,broken clouds
467,Ulaanbaatar,MN,47.9077,106.8832,-7.47,77,0,2.24,clear sky
468,Sakaiminato,JP,35.55,133.2333,48.0,66,98,10.18,overcast clouds
469,Sangar,RU,63.9242,127.4739,-14.53,91,100,13.56,overcast clouds
470,Deputatskiy,RU,69.3,139.9,-39.87,96,43,2.13,scattered clouds
471,Saint-Francois,FR,46.4154,3.9054,41.47,87,75,6.91,broken clouds
472,Ponta Delgada,PT,37.7333,-25.6667,63.5,77,40,4.61,scattered clouds
473,San Jeronimo,PE,-11.9472,-75.2829,59.52,64,100,4.9,light rain
474,Lodingen,NO,68.414,15.9951,24.75,70,1,5.44,clear sky
475,Gritsovskiy,RU,54.1376,38.1604,26.42,92,78,6.62,broken clouds
476,Kara-Tyube,RU,44.6336,45.4369,42.15,90,91,5.77,overcast clouds
477,Mmabatho,ZA,-25.85,25.6333,65.73,76,100,13.76,overcast clouds
478,Buy,RU,58.4786,41.53,4.87,95,85,5.37,overcast clouds
479,Kresttsy,RU,58.2452,32.5165,7.81,99,99,3.02,overcast clouds
480,Baherden,TM,38.4362,57.4316,43.92,75,0,6.78,clear sky
481,Faranah,GN,10.0404,-10.7434,77.05,30,97,3.8,overcast clouds
482,Jardim,BR,-21.4803,-56.1381,84.49,50,98,5.99,overcast clouds
483,Kalaleh,IR,37.3807,55.4916,49.89,46,0,5.39,clear sky
484,Montrose,US,38.4166,-108.2673,53.37,28,0,2.66,clear sky
485,Helong,CN,42.5397,128.9972,13.86,79,8,5.66,clear sky
486,Dinguiraye,GN,11.3,-10.7167,76.91,23,90,2.51,overcast clouds
487,Fort Nelson,CA,58.8053,-122.7002,-9.58,92,100,0.85,overcast clouds
488,Pointe Michel,DM,15.25,-61.3833,80.56,76,70,13.87,broken clouds
489,Kirakira,SB,-10.4544,161.9205,82.74,76,76,4.07,broken clouds
490,Robertsport,LR,6.7533,-11.3686,82.45,77,89,8.68,overcast clouds
491,Cabo San Lucas,MX,22.8909,-109.9124,87.51,54,20,4.0,few clouds
492,Skagen,DK,57.7209,10.5839,25.27,82,100,30.06,overcast clouds
493,Ixtapa,MX,20.7,-105.2,81.63,74,20,10.36,few clouds
494,Vysokogornyy,RU,50.1167,139.15,-6.23,91,58,6.26,broken clouds
495,Imbituba,BR,-28.24,-48.6703,73.81,77,97,14.32,overcast clouds
496,Manokwari,ID,-0.8667,134.0833,79.05,86,99,5.12,light rain
497,Vanimo,PG,-2.6741,141.3028,77.7,90,100,6.38,light rain
498,Rovaniemi,FI,66.5,25.7167,0.81,85,0,8.05,clear sky
499,Ylivieska,FI,64.0833,24.55,15.31,96,29,4.27,scattered clouds
500,Mildura,AU,-34.2,142.15,60.08,61,33,13.11,scattered clouds
501,Gravelbourg,CA,49.8834,-106.5512,29.12,70,100,10.8,overcast clouds
502,Shache,CN,38.4167,77.2406,27.37,37,18,0.78,few clouds
503,Amga,RU,60.8953,131.9608,-9.31,98,100,1.99,overcast clouds
504,Kavaratti,IN,10.5669,72.642,80.8,78,31,6.73,scattered clouds
505,Okha,RU,53.5739,142.9478,-3.75,93,5,10.47,clear sky
506,Sao Borja,BR,-28.6606,-56.0044,91.53,33,76,8.75,broken clouds
507,Damietta,EG,31.4165,31.8133,65.23,51,100,10.49,overcast clouds
508,Alice Springs,AU,-23.7,133.8833,74.75,27,35,8.05,scattered clouds
509,Lethem,GY,3.3803,-59.7968,88.23,51,71,10.65,broken clouds
510,Sioux Lookout,CA,50.1001,-91.917,10.74,89,100,7.65,overcast clouds
511,Iraucuba,BR,-3.7461,-39.7833,83.93,58,75,2.71,broken clouds
512,Valparaiso,CL,-33.0393,-71.6273,82.63,49,0,11.5,clear sky
513,Kade,DE,52.3833,12.2667,37.29,88,100,9.31,overcast clouds
514,Prieska,ZA,-29.6641,22.7474,67.17,42,98,10.51,overcast clouds
515,Brae,GB,60.3964,-1.353,37.31,64,88,26.19,overcast clouds
516,Malakal,SS,9.5334,31.6605,82.49,29,5,5.57,clear sky
517,Awjilah,LY,29.1081,21.2869,56.64,46,0,14.74,clear sky
518,San Cristobal,VE,7.7669,-72.225,77.18,46,64,4.68,broken clouds
519,Jonesboro,US,35.8423,-90.7043,60.67,45,77,11.81,broken clouds
520,Kingsport,US,36.5484,-82.5618,65.84,69,75,3.44,broken clouds
521,Maragogi,BR,-9.0122,-35.2225,78.71,82,42,7.78,heavy intensity rain
522,Horadiz,AZ,39.4488,47.3353,43.84,65,0,1.25,clear sky
523,Nantucket,US,41.2835,-70.0995,41.11,61,1,3.44,clear sky
524,Pisco,PE,-13.7,-76.2167,71.65,73,0,19.57,clear sky
525,Weligama,LK,5.9667,80.4167,77.09,90,95,4.63,overcast clouds
526,Barkly West,ZA,-28.5354,24.5215,63.3,88,100,13.0,overcast clouds
527,Poum,NC,-20.2333,164.0167,80.56,73,9,12.33,clear sky
528,Sabang,ID,5.8933,95.3214,80.71,77,72,8.3,broken clouds
529,Lima,PE,-12.0432,-77.0282,73.9,68,95,9.06,moderate rain
530,Sompeta,IN,18.9333,84.6,69.78,93,100,11.74,very heavy rain
531,Emba,KZ,48.8264,58.1442,26.56,90,49,4.38,scattered clouds
532,Carcassonne,FR,43.25,2.1667,48.65,75,75,10.36,broken clouds
533,Pokhara,NP,28.2333,83.9833,58.24,58,1,4.41,clear sky
534,Machico,PT,32.7,-16.7667,66.83,72,40,17.27,scattered clouds
535,Basag,PH,8.9247,125.6178,71.89,95,88,1.66,overcast clouds
536,Presidente Venceslau,BR,-21.8761,-51.8439,91.45,27,39,4.94,scattered clouds
537,Malanje,AO,-9.5402,16.341,65.93,97,100,0.67,light rain
538,Yinchuan,CN,38.4681,106.2731,32.09,25,0,5.64,clear sky
539,Ishigaki,JP,24.3448,124.1572,69.55,60,82,19.6,broken clouds
540,Thunder Bay,CA,48.4001,-89.3168,23.56,65,93,5.01,overcast clouds
541,Haines Junction,CA,60.7522,-137.5108,-15.68,96,65,0.65,broken clouds
542,Plomarion,GR,38.9767,26.3681,57.16,91,79,10.13,broken clouds
543,Malpe,IN,13.35,74.7167,78.1,89,99,3.51,overcast clouds
544,Kitui,KE,-1.367,38.0106,63.41,90,29,1.54,scattered clouds
545,Kiama,AU,-34.6833,150.8667,62.38,89,98,3.0,overcast clouds
546,Bayreuth,DE,49.9481,11.5783,40.84,95,100,4.0,overcast clouds
547,Khotiv,UA,50.3307,30.4684,29.5,84,93,2.24,overcast clouds
548,Maceio,BR,-9.6658,-35.7353,81.84,83,75,12.66,broken clouds
549,Mana,GF,5.6592,-53.7767,78.39,86,100,8.14,overcast clouds
550,Alofi,NU,-19.0595,-169.9187,79.25,80,38,3.94,light rain
551,Adre,TD,13.4667,22.2,74.25,24,0,9.73,clear sky
552,Tabas,IR,33.5959,56.9244,48.2,45,62,0.83,broken clouds
553,Herndon,US,38.9696,-77.3861,57.97,47,75,0.0,broken clouds
554,Tura,IN,25.5198,90.2201,65.7,74,100,1.7,overcast clouds
555,Bhinmal,IN,25.0,72.25,67.55,50,0,1.9,clear sky
556,Chuka,KE,-0.3332,37.6459,59.58,94,40,3.2,scattered clouds
557,Suyo,PH,16.9762,120.5254,71.46,67,98,3.67,overcast clouds
558,Camacha,PT,33.0833,-16.3333,63.36,63,75,14.97,broken clouds
559,Namibe,AO,-15.1961,12.1522,70.68,69,14,6.17,few clouds
560,Mayskiy,RU,47.6931,40.1025,38.44,91,100,13.24,overcast clouds
561,Coahuayana,MX,18.7333,-103.6833,87.3,57,26,6.96,scattered clouds
562,Bilma,NE,18.6853,12.9164,66.6,20,3,13.06,clear sky
563,Nacala,MZ,-14.5428,40.6728,77.68,82,16,5.73,few clouds
564,Hirara,JP,24.8,125.2833,68.47,59,73,13.24,broken clouds
565,Yulara,AU,-25.2406,130.9889,71.44,43,57,21.85,broken clouds
566,Eskil,TR,38.4017,33.4131,47.35,52,69,11.25,broken clouds
567,Kangaatsiaq,GL,68.3065,-53.4641,38.01,54,100,27.31,light rain
568,Chitral,PK,35.8462,71.7858,43.59,89,100,1.32,overcast clouds
569,Spirovo,RU,57.419,34.9766,10.47,99,86,1.97,overcast clouds
570,Emerald,AU,-23.5333,148.1667,74.34,85,0,6.78,clear sky
571,Tautira,PF,-17.7333,-149.15,84.22,73,60,13.02,light rain
572,Shimoda,JP,34.6667,138.95,42.1,65,39,11.5,scattered clouds
573,Praia,CV,14.9215,-23.5087,73.94,78,75,19.57,broken clouds
574,Coihaique,CL,-45.5752,-72.0662,68.61,50,23,11.34,few clouds
575,Langres,FR,47.8333,5.3333,38.25,93,65,9.78,broken clouds
576,Chacabuco,AR,-34.6417,-60.4739,65.88,78,100,10.4,overcast clouds
577,Bhind,IN,26.5642,78.7883,63.99,56,0,3.44,clear sky
578,Mangrol,IN,21.1167,70.1167,75.52,64,11,5.95,few clouds
579,Carlisle,US,40.2015,-77.1889,54.14,40,99,8.12,overcast clouds
580,Cahir,IE,52.3769,-7.9217,39.69,75,30,15.1,scattered clouds
581,Matay,EG,28.419,30.7792,63.16,37,42,8.55,scattered clouds
582,Taoudenni,ML,22.6783,-3.9836,61.74,21,0,10.89,clear sky
583,Douentza,ML,14.9951,-2.9517,77.97,12,100,4.16,overcast clouds
584,Kyra,RU,49.5776,111.9753,24.39,64,93,11.36,overcast clouds
585,Arlit,NE,18.7369,7.3853,71.87,15,9,7.65,clear sky
586,Gondanglegi,ID,-7.7479,112.0132,74.93,90,100,2.28,light rain
587,Tabou,CI,4.423,-7.3528,80.51,79,10,9.37,clear sky
588,Diego De Almagro,CL,-26.3667,-70.05,82.06,11,84,12.26,broken clouds
589,Kurilsk,RU,45.2333,147.8833,32.43,85,92,29.26,light snow
590,Cassilandia,BR,-19.1133,-51.7342,83.8,59,22,2.21,few clouds
591,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,30.79,59,75,15.66,broken clouds
592,Norsup,VU,-16.0667,167.3833,81.61,74,97,8.57,overcast clouds
593,Ambagarh Chauki,IN,20.7833,80.7167,60.66,89,93,7.18,overcast clouds
594,Lazaro Cardenas,MX,17.9583,-102.2,83.32,67,14,7.25,few clouds
595,Chernyshevskiy,RU,63.0128,112.4714,7.23,87,88,12.3,overcast clouds
596,Benghazi,LY,32.1167,20.0667,64.67,60,98,21.85,overcast clouds
597,Manutuke,NZ,-38.6833,177.9167,70.84,57,94,4.85,overcast clouds
598,Puerto Carreno,CO,6.189,-67.4859,89.73,50,100,6.24,overcast clouds
599,Pontes E Lacerda,BR,-15.2261,-59.3353,83.12,86,99,1.99,light rain
600,Abonnema,NG,4.7084,6.7931,80.74,81,30,5.55,light rain
601,Faanui,PF,-16.4833,-151.75,81.36,68,17,16.49,few clouds
602,Chenzhou,CN,25.8,113.0333,46.35,75,0,0.4,clear sky
603,Dzerzhinskoye,RU,56.8344,95.2283,21.11,77,85,13.96,overcast clouds
604,Pangai,TO,-19.8,-174.35,79.56,84,50,15.48,scattered clouds
605,Kostomuksha,RU,64.571,30.5767,10.31,93,100,7.96,overcast clouds
606,Shebunino,RU,46.4339,141.8603,23.94,66,99,17.29,overcast clouds
607,Todos Santos,MX,23.45,-110.2167,87.01,74,100,13.42,overcast clouds
608,Torfyanoy,RU,58.4916,49.1979,24.78,91,100,12.95,overcast clouds
609,Parana,AR,-31.732,-60.5238,86.31,37,71,7.52,broken clouds
610,Kirando,TZ,-7.4167,30.6,76.66,57,1,3.76,clear sky
611,Sangmelima,CM,2.9333,11.9833,74.1,83,94,1.21,overcast clouds
612,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,81.39,80,98,3.51,overcast clouds
613,Ataco,CO,3.5915,-75.3818,84.06,67,99,2.15,overcast clouds
614,Huanan,CN,46.2167,130.5167,-0.49,87,11,5.37,few clouds
615,Challans,FR,46.8436,-1.8749,46.96,72,100,21.47,overcast clouds
616,Pochutla,MX,15.7432,-96.4661,88.83,39,1,6.93,clear sky
617,General Pico,AR,-35.6566,-63.7568,63.88,80,97,7.72,overcast clouds
618,Saurimo,AO,-9.6608,20.3916,66.04,94,88,2.08,overcast clouds
619,Evensk,RU,61.95,159.2333,2.77,81,100,11.14,overcast clouds
620,Terney,RU,45.0503,136.6092,7.27,72,1,9.95,clear sky
621,Port Lincoln,AU,-34.7333,135.8667,59.18,72,100,12.71,overcast clouds
622,Hargeysa,SO,9.56,44.065,56.19,91,4,7.76,clear sky
623,Aykhal,RU,66.0,111.5,-16.62,100,99,5.55,overcast clouds
624,Silifke,TR,36.3778,33.9344,59.29,50,10,11.16,clear sky
625,Minbu,MM,20.1833,94.8833,71.11,73,88,1.3,overcast clouds
626,Linguere,SN,15.3953,-15.1193,84.69,13,100,9.1,overcast clouds
627,Sampit,ID,-2.5333,112.95,73.2,99,100,2.28,overcast clouds
628,Katobu,ID,-4.9408,122.5276,75.61,93,100,3.62,overcast clouds
629,Salinas,US,36.6777,-121.6555,63.18,77,90,5.75,haze
630,Callaway,US,30.153,-85.5699,74.91,68,1,5.99,clear sky
631,Zhenhai,CN,24.2582,118.0905,60.08,63,96,13.29,overcast clouds
632,Nova Olimpia,BR,-14.7972,-57.2881,82.31,84,99,2.68,overcast clouds
633,Davila,PH,18.4726,120.5763,73.06,78,84,24.2,broken clouds
634,Kahului,US,20.8947,-156.47,76.26,59,40,14.97,scattered clouds
635,Prince Rupert,CA,54.3161,-130.3201,36.1,72,18,3.91,few clouds
636,Voronezh,RU,51.6664,39.17,30.22,74,90,2.24,overcast clouds
637,Ginda,IN,30.6945,78.4932,46.98,34,0,6.62,clear sky
638,Olavarria,AR,-36.8927,-60.3225,60.06,73,99,6.31,moderate rain
639,Manuk Mangkaw,PH,4.8,119.85,81.72,78,100,18.39,overcast clouds
640,Adrian,US,41.8975,-84.0372,45.99,38,1,7.0,clear sky
641,Lakselv,NO,70.0513,24.9718,9.75,78,65,10.36,broken clouds
642,Panaba,MX,21.2833,-88.2667,83.1,42,1,12.33,clear sky
643,Ola,RU,59.5833,151.2833,0.46,93,100,5.91,overcast clouds
644,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,73.45,76,100,15.17,overcast clouds
645,Novikovo,RU,51.1537,37.8879,27.86,85,67,1.72,broken clouds
646,Mendota,US,36.7536,-120.3816,54.16,48,0,6.44,clear sky
647,Kot Diji,PK,27.3427,68.7083,55.42,22,0,2.77,clear sky
648,Irbil,IQ,36.1926,44.0106,52.74,35,100,2.71,overcast clouds
649,Tyrma,RU,50.0833,132.1667,-5.98,99,100,2.04,overcast clouds
650,Wakema,MM,16.6,95.1833,70.79,74,16,3.89,few clouds
651,Teseney,ER,15.11,36.6575,79.93,33,0,8.93,clear sky
652,Balabac,PH,7.9868,117.0645,77.41,88,85,18.39,overcast clouds
653,Kharp,RU,66.8014,65.8081,-20.85,90,9,3.67,clear sky
654,Smidovich,RU,48.6,133.8167,0.63,87,90,9.66,overcast clouds
655,Lumut,MY,4.2323,100.6298,76.41,90,49,5.03,scattered clouds
656,Sydney,AU,-33.8679,151.2073,64.62,81,75,3.0,light intensity shower rain
657,Saharanpur,IN,29.9667,77.55,60.93,66,0,3.53,clear sky
658,Storforshei,NO,66.4043,14.5233,1.09,93,9,7.54,clear sky
659,Oster,UA,50.9506,30.8823,29.79,91,87,6.67,overcast clouds
660,Krasnoufimsk,RU,56.6059,57.7669,34.07,97,100,14.27,light rain
661,Folldal,NO,62.1325,9.9968,6.94,97,94,7.96,overcast clouds
662,Kungurtug,RU,50.5994,97.5228,5.5,95,95,2.73,overcast clouds
663,Ahuimanu,US,21.4447,-157.8378,76.46,65,75,6.91,broken clouds
664,Mayo,US,38.8876,-76.5119,59.65,55,1,3.44,clear sky
665,Maiduguri,NG,11.8464,13.1603,75.65,24,66,9.37,broken clouds
666,Tacuarembo,UY,-31.7333,-55.9833,82.36,40,92,10.47,overcast clouds
667,Didsbury,GB,53.417,-2.2315,46.2,82,90,13.0,light rain
668,Sinnamary,GF,5.3833,-52.95,77.76,90,80,8.43,light rain
669,Challapata,BO,-18.9,-66.7667,60.12,45,88,10.07,overcast clouds
670,Inta,RU,66.0317,60.1659,-14.55,88,71,9.24,broken clouds
671,Batagay,RU,67.6333,134.6333,-28.19,90,100,3.44,overcast clouds
672,Byron Bay,AU,-28.65,153.6167,71.87,88,60,11.07,broken clouds
673,Cairns,AU,-16.9167,145.7667,81.07,80,49,9.22,scattered clouds
674,Mbandaka,CD,0.0487,18.2603,72.39,98,100,2.95,light rain
675,Dumai,ID,1.6833,101.45,73.98,97,100,0.65,overcast clouds
676,Natchez,US,31.5604,-91.4032,76.89,78,90,5.75,overcast clouds
677,Iwaki,JP,37.05,140.8833,41.02,56,8,4.0,clear sky
678,Kudahuvadhoo,MV,2.6708,72.8944,81.97,78,19,11.95,few clouds
679,Iralaya,HN,15.0,-83.2333,80.06,84,100,8.52,overcast clouds
680,Soskovo,RU,52.7475,35.3828,23.9,95,42,6.51,scattered clouds
681,Aksarka,RU,66.5606,67.7975,-29.69,97,9,3.85,clear sky
682,Mahalapye,BW,-23.1041,26.8142,78.06,53,77,1.28,broken clouds
683,Ossora,RU,59.2353,163.0719,28.31,97,100,7.52,snow
684,Thinadhoo,MV,0.5333,72.9333,81.55,80,100,16.4,overcast clouds
685,Masumbwe,TZ,-3.6333,32.1833,69.8,71,100,0.34,overcast clouds
686,Betare Oya,CM,5.6,14.0833,76.89,46,99,3.83,overcast clouds
687,Kazerun,IR,29.6195,51.6541,54.7,48,68,0.67,broken clouds
688,El Copey,CO,10.1503,-73.9614,90.59,47,80,6.46,broken clouds
689,Petrozavodsk,RU,61.7849,34.3469,7.48,88,96,10.02,overcast clouds
690,Geraldton,AU,-28.7667,114.6,64.81,68,0,11.5,clear sky
691,Santa Cruz Del Sur,CU,20.7147,-77.9956,84.25,58,34,11.81,light rain
692,Ahipara,NZ,-35.1667,173.1667,69.44,84,71,11.36,broken clouds
693,Palera,IN,25.0167,79.2333,61.75,52,0,2.73,clear sky
694,Paciran,ID,-6.8767,112.3761,77.07,86,100,13.11,moderate rain
695,Deloraine,AU,-41.5333,146.6667,52.36,30,63,0.87,broken clouds
696,Awbari,LY,26.5921,12.7805,47.98,36,2,3.13,clear sky
